article_title,country,revision_id,article_quality,population,region
Nils Elowsson,Sweden,1080015839,Stub,10.5,NORTHERN EUROPE
Folke the Fat,Sweden,1101657785,Stub,10.5,NORTHERN EUROPE
Hans Reinhold von Fersen,Sweden,1068082355,Stub,10.5,NORTHERN EUROPE
Clas Frietzcky,Sweden,963414238,Stub,10.5,NORTHERN EUROPE
Birger Furugård,Sweden,1016969064,Start,10.5,NORTHERN EUROPE
Hemming Gadh,Sweden,1018541199,Start,10.5,NORTHERN EUROPE
Anders Henriksson (politician),Sweden,1095370812,Stub,10.5,NORTHERN EUROPE
Carl P. Herslow,Sweden,1112231330,Stub,10.5,NORTHERN EUROPE
Harald Hjärne,Sweden,1085490833,Stub,10.5,NORTHERN EUROPE
Holmger Knutsson,Sweden,1022950956,Start,10.5,NORTHERN EUROPE
Ida Karkiainen,Sweden,1111922174,Stub,10.5,NORTHERN EUROPE
Albrecht Elof Ihre,Sweden,962137372,Stub,10.5,NORTHERN EUROPE
Gustav Kasselstrand,Sweden,1111499686,GA,10.5,NORTHERN EUROPE
Mats Kettilmundsson,Sweden,974588670,Start,10.5,NORTHERN EUROPE
Per Klarberg,Sweden,1067229019,Stub,10.5,NORTHERN EUROPE
Sture Korpi,Sweden,1098860122,Stub,10.5,NORTHERN EUROPE
Peeter Luksep,Sweden,1067164381,Stub,10.5,NORTHERN EUROPE
Eskil Magnusson,Sweden,1103368159,Start,10.5,NORTHERN EUROPE
Stig Malm,Sweden,1100349229,Start,10.5,NORTHERN EUROPE
Ture Malmgren,Sweden,993905483,GA,10.5,NORTHERN EUROPE
Magnus Minniskiöld,Sweden,1055950775,C,10.5,NORTHERN EUROPE
Omar Mustafa,Sweden,1114431170,Start,10.5,NORTHERN EUROPE
Gustaf Nyblæus (1816),Sweden,907294516,Stub,10.5,NORTHERN EUROPE
Sven-Olle Olsson,Sweden,1037993994,Stub,10.5,NORTHERN EUROPE
Vera Oredsson,Sweden,1113634951,Start,10.5,NORTHERN EUROPE
Gabriel Gustafsson Oxenstierna,Sweden,1113096968,C,10.5,NORTHERN EUROPE
Carl Fredrik Pechlin,Sweden,1036926715,Start,10.5,NORTHERN EUROPE
Carl Piper,Sweden,1095944691,Start,10.5,NORTHERN EUROPE
Filip Julius Bernhard von Platen,Sweden,1048198762,Stub,10.5,NORTHERN EUROPE
Tomas Polus,Sweden,1113516314,Stub,10.5,NORTHERN EUROPE
Nils Reuterholm,Sweden,1090429369,Stub,10.5,NORTHERN EUROPE
Qristina Ribohn,Sweden,1004037375,Start,10.5,NORTHERN EUROPE
Oliver Rosengren,Sweden,1115281232,Stub,10.5,NORTHERN EUROPE
Karl Gustaf Scherman,Sweden,1065373172,Stub,10.5,NORTHERN EUROPE
Erik Carlsson Sjöblad,Sweden,1009863371,Start,10.5,NORTHERN EUROPE
Jimmy Ståhl,Sweden,1111884033,Stub,10.5,NORTHERN EUROPE
Adolf Ludvig Stierneld,Sweden,1089584584,Start,10.5,NORTHERN EUROPE
Gustaf Algernon Stierneld,Sweden,1085266368,Stub,10.5,NORTHERN EUROPE
Vávra Suk,Sweden,1015480636,Stub,10.5,NORTHERN EUROPE
Peter Sunde,Sweden,1113754172,C,10.5,NORTHERN EUROPE
Anders Sundström,Sweden,1113107487,Stub,10.5,NORTHERN EUROPE
August Tamm,Sweden,1071178122,Stub,10.5,NORTHERN EUROPE
Robert Macfie Thorburn,Sweden,1081619244,Start,10.5,NORTHERN EUROPE
Jessica Thunander,Sweden,1054908517,Stub,10.5,NORTHERN EUROPE
Lars Törnman,Sweden,1036368817,Stub,10.5,NORTHERN EUROPE
Gustaf af Wetterstedt,Sweden,1115533138,Stub,10.5,NORTHERN EUROPE
Bertil Zachrisson,Sweden,1081155174,Stub,10.5,NORTHERN EUROPE
Lu Feng (politician),China,1099564364,Stub,1436.6,EAST ASIA
Zhang Lin (general),China,1107852480,Stub,1436.6,EAST ASIA
José Manuel Restrepo Abondano,Colombia,1115905258,C,49.1,SOUTH AMERICA
Yahir Acuña,Colombia,1032240920,Stub,49.1,SOUTH AMERICA
Iván Darío Agudelo,Colombia,1098122834,Start,49.1,SOUTH AMERICA
Carlos Mario Álvarez,Colombia,1088725993,Stub,49.1,SOUTH AMERICA
Julio Arboleda Pombo,Colombia,1012185591,Stub,49.1,SOUTH AMERICA
Germán Blanco Álvarez,Colombia,1111020487,Start,49.1,SOUTH AMERICA
Manuel José Bonnet,Colombia,1087063772,Stub,49.1,SOUTH AMERICA
Gloria María Borrero,Colombia,1098124330,Stub,49.1,SOUTH AMERICA
José Eusebio Caro,Colombia,1089000402,Stub,49.1,SOUTH AMERICA
Iván Cepeda,Colombia,1104834600,Start,49.1,SOUTH AMERICA
Vicky Colbert,Colombia,1091117036,Start,49.1,SOUTH AMERICA
Alfredo Cuello Baute,Colombia,1069156229,Start,49.1,SOUTH AMERICA
Alfonso Dávila Ortiz,Colombia,1113714301,C,49.1,SOUTH AMERICA
Luis Eduardo Díaz Granados,Colombia,1110442663,Stub,49.1,SOUTH AMERICA
Olga Duque de Ospina,Colombia,1109585707,Stub,49.1,SOUTH AMERICA
Eduardo Enríquez Maya,Colombia,1098426482,Stub,49.1,SOUTH AMERICA
Miguel Amín Escaf,Colombia,1093469846,Stub,49.1,SOUTH AMERICA
Juan Carlos Esguerra Portocarrero,Colombia,1098142521,Stub,49.1,SOUTH AMERICA
Juan García del Río,Colombia,1093469869,Stub,49.1,SOUTH AMERICA
Daniel García-Peña,Colombia,1115014530,Start,49.1,SOUTH AMERICA
Enrique Gil Botero,Colombia,1098143608,GA,49.1,SOUTH AMERICA
Guillermo González (politician),Colombia,1100266370,Stub,49.1,SOUTH AMERICA
Bernardo Guerra Serna,Colombia,1098592157,Stub,49.1,SOUTH AMERICA
Carlos Mauro Hoyos,Colombia,1093469494,C,49.1,SOUTH AMERICA
Augusto Ibáñez Guzmán,Colombia,1110600534,Start,49.1,SOUTH AMERICA
Gilma Jiménez,Colombia,1069225684,Stub,49.1,SOUTH AMERICA
Roberto Junguito,Colombia,1101933538,Stub,49.1,SOUTH AMERICA
Maria Claudia Lacouture,Colombia,967534978,Start,49.1,SOUTH AMERICA
Rodrigo Lara,Colombia,1108143692,C,49.1,SOUTH AMERICA
Rodrigo Hernán Lloreda Caicedo,Colombia,1098157236,Start,49.1,SOUTH AMERICA
Francisco José Lloreda Mera,Colombia,1115843253,C,49.1,SOUTH AMERICA
Fernando Londoño,Colombia,1108751103,Start,49.1,SOUTH AMERICA
Jorge Eduardo Londoño,Colombia,1106087943,Stub,49.1,SOUTH AMERICA
Lorenzo Muelas,Colombia,1108518143,Start,49.1,SOUTH AMERICA
David Luna Sánchez,Colombia,1105236330,Stub,49.1,SOUTH AMERICA
Iván Marulanda,Colombia,1099901662,Start,49.1,SOUTH AMERICA
Carlos Eduardo Medellín Becerra,Colombia,1101582912,Start,49.1,SOUTH AMERICA
Germán Montoya Vélez,Colombia,1028093034,Stub,49.1,SOUTH AMERICA
Narciso Matus Torres,Colombia,1093468993,Stub,49.1,SOUTH AMERICA
Elsa Noguera,Colombia,1113697578,Stub,49.1,SOUTH AMERICA
Antonio Ordoñez-Plaja,Colombia,1069205558,Stub,49.1,SOUTH AMERICA
Fernando Ospina Hernández,Colombia,1099438511,Stub,49.1,SOUTH AMERICA
Enrique Parejo González,Colombia,1102081415,Stub,49.1,SOUTH AMERICA
Carlos Pizarro Leongómez,Colombia,1110236454,C,49.1,SOUTH AMERICA
Daniel Quintero,Colombia,1097150360,C,49.1,SOUTH AMERICA
Juan Camilo Quintero,Colombia,1015926064,Stub,49.1,SOUTH AMERICA
Manuel María Ramírez Fortoul,Colombia,1009609097,Start,49.1,SOUTH AMERICA
Juan José Reyes-Patria Escobar,Colombia,1110346302,C,49.1,SOUTH AMERICA
Jorge Enrique Robledo,Colombia,1104503680,Start,49.1,SOUTH AMERICA
Ángela Robledo,Colombia,1101671356,Start,49.1,SOUTH AMERICA
Antonio Roldán Betancur,Colombia,1091776306,Start,49.1,SOUTH AMERICA
Gabriel Camargo Salamanca,Colombia,1115402463,Start,49.1,SOUTH AMERICA
Juana de J. Sarmiento,Colombia,1057118875,Start,49.1,SOUTH AMERICA
Yaneth Giha Tovar,Colombia,1109010810,Stub,49.1,SOUTH AMERICA
Eduardo Valencia Ospina,Colombia,1112726542,Start,49.1,SOUTH AMERICA
José María Vergara y Vergara,Colombia,1069225799,Start,49.1,SOUTH AMERICA
Luis Villar Borda,Colombia,1098170341,Stub,49.1,SOUTH AMERICA
Luis Carlos Villegas Echeverri,Colombia,1039895903,Stub,49.1,SOUTH AMERICA
Mouzawar Abdallah,Comoros,1045629825,Stub,0.8,EASTERN AFRICA
Moustadroine Abdou,Comoros,1112938235,Stub,0.8,EASTERN AFRICA
Ibrahim Aboubacar,Comoros,1104075788,Start,0.8,EASTERN AFRICA
Mohamed Ahmed-Chamanga,Comoros,962865723,Stub,0.8,EASTERN AFRICA
Saïd Ibrahim Ben Ali,Comoros,1051416555,Start,0.8,EASTERN AFRICA
Mohamed Bacar,Comoros,1045488214,C,0.8,EASTERN AFRICA
Chamina Ben Mohamed,Comoros,1091671184,Stub,0.8,EASTERN AFRICA
Saïd Mohamed Cheikh,Comoros,1036446434,Start,0.8,EASTERN AFRICA
Mohamed Dahalani,Comoros,1070905174,Stub,0.8,EASTERN AFRICA
Dawiat Mohamed,Comoros,1112068629,Stub,0.8,EASTERN AFRICA
Ahmed Ben Said Djaffar,Comoros,1103330010,Stub,0.8,EASTERN AFRICA
Abdou Soulé Elbak,Comoros,1039771007,Stub,0.8,EASTERN AFRICA
Fahmi Said Ibrahim,Comoros,936630092,Stub,0.8,EASTERN AFRICA
Gaston Feuillard,Comoros,906903655,Stub,0.8,EASTERN AFRICA
Siti Kassim,Comoros,1112069104,Start,0.8,EASTERN AFRICA
Said Ali Kemal,Comoros,1054672013,Start,0.8,EASTERN AFRICA
Sittou Raghadat Mohamed,Comoros,1069963767,Start,0.8,EASTERN AFRICA
Djaffar Ahmed Said,Comoros,1112420866,Stub,0.8,EASTERN AFRICA
Abdallah Said Sarouma,Comoros,1043132737,Stub,0.8,EASTERN AFRICA
Moussa Toybou,Comoros,790006774,Stub,0.8,EASTERN AFRICA
Léon Angor,Congo,1077197673,Start,6.0,MIDDLE AFRICA
Joseph Badiabio,Congo,1034243441,Start,6.0,MIDDLE AFRICA
Frédéric Bintsamou,Congo,1058667713,Start,6.0,MIDDLE AFRICA
Jean-Jacques Bouya,Congo,1105758730,C,6.0,MIDDLE AFRICA
Anatole Collinet Makosso,Congo,1103554666,Start,6.0,MIDDLE AFRICA
Edgard Diafouka-Bambela,Congo,1106259287,Start,6.0,MIDDLE AFRICA
Fidèle Dimou,Congo,1106164994,Start,6.0,MIDDLE AFRICA
Gabriel Entcha-Ebia,Congo,1106165202,Start,6.0,MIDDLE AFRICA
Gabriel Valère Eteka Yemet,Congo,1099409330,Start,6.0,MIDDLE AFRICA
Albert Fourvelle,Congo,826516065,Stub,6.0,MIDDLE AFRICA
Pascal Gamassa,Congo,1058791873,C,6.0,MIDDLE AFRICA
Pierre Goura,Congo,1093895340,Start,6.0,MIDDLE AFRICA
Gustave Aba-Gandzion,Congo,1109342095,Stub,6.0,MIDDLE AFRICA
Joseph Hondjuila Miokono,Congo,1110821843,Start,6.0,MIDDLE AFRICA
André Kerhervé,Congo,938502932,Stub,6.0,MIDDLE AFRICA
Pierre Mabiala,Congo,1103554982,C,6.0,MIDDLE AFRICA
Alice Mahoungou,Congo,1045092171,Stub,6.0,MIDDLE AFRICA
Paulin Makaya,Congo,1112682469,C,6.0,MIDDLE AFRICA
Jean-Pierre Makouta-Mboukou,Congo,1043693914,C,6.0,MIDDLE AFRICA
Jean Malonga,Congo,1079975770,Stub,6.0,MIDDLE AFRICA
André Matsoua,Congo,1112277858,Start,6.0,MIDDLE AFRICA
Ferdinand Mbahou,Congo,1016976234,Start,6.0,MIDDLE AFRICA
Justin Mikolo-Kinzonzi,Congo,1110228735,Start,6.0,MIDDLE AFRICA
Bonaventure Mizidy,Congo,976591922,Stub,6.0,MIDDLE AFRICA
Émile Mokoko Wongolo,Congo,1106513766,Start,6.0,MIDDLE AFRICA
Jean-Marie Mokoko,Congo,1084934250,C,6.0,MIDDLE AFRICA
René-Dambert Ndouane,Congo,934383492,C,6.0,MIDDLE AFRICA
Jean-Dominique Okemba,Congo,1080590362,C,6.0,MIDDLE AFRICA
Denis-Christel Sassou Nguesso,Congo,1112420082,C,6.0,MIDDLE AFRICA
Arlette Soudan-Nonault,Congo,1112681568,Start,6.0,MIDDLE AFRICA
Jean Félix Demba Telo,Congo,1106155664,Stub,6.0,MIDDLE AFRICA
Abel Thauley-Ganga,Congo,1108165600,Stub,6.0,MIDDLE AFRICA
Georges Yhambot,Congo,1109906450,Stub,6.0,MIDDLE AFRICA
Jean Andeka,"Congo, Dem. Rep.",1053665857,Stub,99.0,MIDDLE AFRICA
Daniel Aselo Okito,"Congo, Dem. Rep.",1100883853,Stub,99.0,MIDDLE AFRICA
Bertrand Bisimwa,"Congo, Dem. Rep.",1053663824,Start,99.0,MIDDLE AFRICA
Adam Bombolé,"Congo, Dem. Rep.",1104298921,Stub,99.0,MIDDLE AFRICA
Célestin Cibalonza Byaterana,"Congo, Dem. Rep.",1053664162,Stub,99.0,MIDDLE AFRICA
Martin Parfait Aimé Coussoud-Mavoungou,"Congo, Dem. Rep.",1097239808,Start,99.0,MIDDLE AFRICA
Emmanuel Dungia,"Congo, Dem. Rep.",1060647113,C,99.0,MIDDLE AFRICA
Ferdinand Essandja,"Congo, Dem. Rep.",995332258,Stub,99.0,MIDDLE AFRICA
Lugi Gizenga,"Congo, Dem. Rep.",1107018797,Start,99.0,MIDDLE AFRICA
Clovis Kabongo Malemba,"Congo, Dem. Rep.",1053664088,Stub,99.0,MIDDLE AFRICA
Odilon Kafitwe wa pa Bowa,"Congo, Dem. Rep.",1063619600,Stub,99.0,MIDDLE AFRICA
François Nicéphore Kakese,"Congo, Dem. Rep.",1053664863,Stub,99.0,MIDDLE AFRICA
Kalenga Riziki Lwango II,"Congo, Dem. Rep.",1054264870,Start,99.0,MIDDLE AFRICA
Jean Collins Musonda Kalusambo,"Congo, Dem. Rep.",1053665874,Stub,99.0,MIDDLE AFRICA
Norman Kamosi,"Congo, Dem. Rep.",1066002475,Stub,99.0,MIDDLE AFRICA
Oscar Kashala,"Congo, Dem. Rep.",1087269353,Start,99.0,MIDDLE AFRICA
Banyingela Kasonga,"Congo, Dem. Rep.",1112278142,Start,99.0,MIDDLE AFRICA
Pierre Honoré Kazadi Lukonda Ngube-Ngube,"Congo, Dem. Rep.",1002487446,Stub,99.0,MIDDLE AFRICA
Jacques Kazadi,"Congo, Dem. Rep.",1102558299,Start,99.0,MIDDLE AFRICA
Léon Kengo wa Dondo,"Congo, Dem. Rep.",1084896531,C,99.0,MIDDLE AFRICA
Robert Kidiaba,"Congo, Dem. Rep.",1105743947,Start,99.0,MIDDLE AFRICA
Seth Kikuni,"Congo, Dem. Rep.",1001659466,Stub,99.0,MIDDLE AFRICA
Jean-Pierre Lola Kisanga,"Congo, Dem. Rep.",1108329438,Stub,99.0,MIDDLE AFRICA
Delphin Kyubwa,"Congo, Dem. Rep.",1053664236,Stub,99.0,MIDDLE AFRICA
Gabriel Kyungu wa Kumwanza,"Congo, Dem. Rep.",1099410445,Start,99.0,MIDDLE AFRICA
Eric Lenge,"Congo, Dem. Rep.",1053664625,Start,99.0,MIDDLE AFRICA
Faustin Luanga,"Congo, Dem. Rep.",1086274369,C,99.0,MIDDLE AFRICA
Guy-Patrice Lumumba,"Congo, Dem. Rep.",1086692776,Stub,99.0,MIDDLE AFRICA
Sultani Makenga,"Congo, Dem. Rep.",1097897658,Start,99.0,MIDDLE AFRICA
Angèle Makombo,"Congo, Dem. Rep.",1081392396,Stub,99.0,MIDDLE AFRICA
Christian Malanga,"Congo, Dem. Rep.",1106277637,C,99.0,MIDDLE AFRICA
Franck Mwe di Malila,"Congo, Dem. Rep.",1053664857,C,99.0,MIDDLE AFRICA
Anne Mbusu,"Congo, Dem. Rep.",1101655545,Start,99.0,MIDDLE AFRICA
Munga Mibindo,"Congo, Dem. Rep.",1058408130,Stub,99.0,MIDDLE AFRICA
Emile Mota,"Congo, Dem. Rep.",1106209048,Start,99.0,MIDDLE AFRICA
Josué Alex Mukendi,"Congo, Dem. Rep.",1053666052,Stub,99.0,MIDDLE AFRICA
Daniel Mukoko Samba,"Congo, Dem. Rep.",1106989449,Start,99.0,MIDDLE AFRICA
Paul-Joseph Mukungubila,"Congo, Dem. Rep.",1105617422,C,99.0,MIDDLE AFRICA
Medard Mulangala,"Congo, Dem. Rep.",1101726096,C,99.0,MIDDLE AFRICA
Didier Mumengi,"Congo, Dem. Rep.",1074734394,C,99.0,MIDDLE AFRICA
Kasongo Munganga,"Congo, Dem. Rep.",1105966047,C,99.0,MIDDLE AFRICA
Jean-Claude Kazembe Musonda,"Congo, Dem. Rep.",1098805559,Stub,99.0,MIDDLE AFRICA
Jules Mutebusi,"Congo, Dem. Rep.",1092041837,Start,99.0,MIDDLE AFRICA
Laurent Nkunda,"Congo, Dem. Rep.",1082692191,C,99.0,MIDDLE AFRICA
Victor Promontorio,"Congo, Dem. Rep.",1087110784,Start,99.0,MIDDLE AFRICA
Jean-Marie Runiga,"Congo, Dem. Rep.",1053665820,Start,99.0,MIDDLE AFRICA
Alain Daniel Shekomba,"Congo, Dem. Rep.",1104802428,Stub,99.0,MIDDLE AFRICA
Koloso Sumaili,"Congo, Dem. Rep.",1053666295,Stub,99.0,MIDDLE AFRICA
Noël K. Tshiani Muadiamvita,"Congo, Dem. Rep.",1108163676,C,99.0,MIDDLE AFRICA
Emery Wafwana,"Congo, Dem. Rep.",1092371503,Start,99.0,MIDDLE AFRICA
Emmanuel Weyi,"Congo, Dem. Rep.",1114586215,Start,99.0,MIDDLE AFRICA
Florentino Alfaro Zamora,Costa Rica,956286846,Stub,5.2,CENTRAL AMERICA
Alejandro Alvarado García,Costa Rica,1003975565,Stub,5.2,CENTRAL AMERICA
Antonio Saldaña,Costa Rica,1093440482,Start,5.2,CENTRAL AMERICA
Armando Aráuz Aguilar,Costa Rica,1096079605,Stub,5.2,CENTRAL AMERICA
Birche,Costa Rica,953393149,Stub,5.2,CENTRAL AMERICA
Tranquilino de Bonilla y Herdocia,Costa Rica,1076002437,Stub,5.2,CENTRAL AMERICA
Juan José de Bonilla y Herdocia,Costa Rica,956293523,Stub,5.2,CENTRAL AMERICA
Miguel de Bonilla y Laya-Bolívar,Costa Rica,1049728557,Start,5.2,CENTRAL AMERICA
Stephan Brunner,Costa Rica,1103928769,Stub,5.2,CENTRAL AMERICA
Florencio del Castillo,Costa Rica,1069435039,Start,5.2,CENTRAL AMERICA
Paola Vega Castillo,Costa Rica,1107984404,Stub,5.2,CENTRAL AMERICA
Ramón Castro y Ramírez,Costa Rica,956293548,Stub,5.2,CENTRAL AMERICA
Ricardo Castro Beeche,Costa Rica,1099192652,Stub,5.2,CENTRAL AMERICA
Teodoro Willink Castro,Costa Rica,1108137810,Stub,5.2,CENTRAL AMERICA
José Joaquín Chaverri Sievert,Costa Rica,956297870,Stub,5.2,CENTRAL AMERICA
José Miguel Corrales Bolaños,Costa Rica,1106097216,Stub,5.2,CENTRAL AMERICA
Correque,Costa Rica,1060409498,Start,5.2,CENTRAL AMERICA
Aquileo J. Echeverría,Costa Rica,1077703728,Start,5.2,CENTRAL AMERICA
El Guarco,Costa Rica,982203872,Start,5.2,CENTRAL AMERICA
Narciso Esquivel y Salazar,Costa Rica,956293456,Stub,5.2,CENTRAL AMERICA
Alberto Fait Lizano,Costa Rica,1095090935,Stub,5.2,CENTRAL AMERICA
Gerardo Gómez Ramírez,Costa Rica,942924505,Stub,5.2,CENTRAL AMERICA
Joaquín Gutiérrez,Costa Rica,1054520061,C,5.2,CENTRAL AMERICA
Gerardo Guzmán Quirós,Costa Rica,956298558,Stub,5.2,CENTRAL AMERICA
Joaquín de Iglesias Vidamartel,Costa Rica,956293531,Stub,5.2,CENTRAL AMERICA
Bernal Jiménez Monge,Costa Rica,1099703699,Stub,5.2,CENTRAL AMERICA
Ramón Jiménez y Robredo,Costa Rica,956297739,Stub,5.2,CENTRAL AMERICA
King Garabito,Costa Rica,953412068,Start,5.2,CENTRAL AMERICA
Pedro María León-Páez y Brown,Costa Rica,1060701173,Stub,5.2,CENTRAL AMERICA
Óscar López (politician),Costa Rica,1108071893,Stub,5.2,CENTRAL AMERICA
Juan de los Santos Madriz y Cervantes,Costa Rica,979296974,Stub,5.2,CENTRAL AMERICA
Marvin Calvo Montoya,Costa Rica,1112206196,Stub,5.2,CENTRAL AMERICA
Félix Arcadio Montero Monge,Costa Rica,1097535044,Stub,5.2,CENTRAL AMERICA
Sonia Marta Mora Escalante,Costa Rica,1082026885,Stub,5.2,CENTRAL AMERICA
José Joaquín Mora Porras,Costa Rica,1066725232,Stub,5.2,CENTRAL AMERICA
Mary Munive,Costa Rica,1103929222,Stub,5.2,CENTRAL AMERICA
Rafael Moya Murillo,Costa Rica,956297821,Stub,5.2,CENTRAL AMERICA
María Teresa Obregón Zamora,Costa Rica,1062414934,C,5.2,CENTRAL AMERICA
Juan de Obregón y Espinosa,Costa Rica,1111778447,Start,5.2,CENTRAL AMERICA
Rodrigo Oreamuno Blanco,Costa Rica,1090060729,Stub,5.2,CENTRAL AMERICA
Joaquín de Oreamuno,Costa Rica,1096820977,GA,5.2,CENTRAL AMERICA
Rafael Francisco Osejo,Costa Rica,1034464885,Start,5.2,CENTRAL AMERICA
Pablo Presbere,Costa Rica,1094432381,C,5.2,CENTRAL AMERICA
Eugenio Padilla Bonilla,Costa Rica,994446675,Stub,5.2,CENTRAL AMERICA
Manuel María de Peralta y Alfaro,Costa Rica,1099780917,Start,5.2,CENTRAL AMERICA
José María de Peralta,Costa Rica,1099735450,Start,5.2,CENTRAL AMERICA
Manuel María de Peralta y López del Corral,Costa Rica,1076002485,Stub,5.2,CENTRAL AMERICA
Cipriano Pérez y Arias,Costa Rica,1079012012,Stub,5.2,CENTRAL AMERICA
Eusebio Prieto y Ruiz,Costa Rica,956293601,Stub,5.2,CENTRAL AMERICA
Carmen Quesada Santamaría,Costa Rica,989893885,Stub,5.2,CENTRAL AMERICA
José Pablo Quirós Quirós,Costa Rica,1068141997,Stub,5.2,CENTRAL AMERICA
Gregorio José Ramírez,Costa Rica,1108030896,Start,5.2,CENTRAL AMERICA
Rafael Ramírez Hidalgo,Costa Rica,1003975880,Stub,5.2,CENTRAL AMERICA
Carlos Ricardo Benavides Jiménez,Costa Rica,1101826814,Stub,5.2,CENTRAL AMERICA
Santiago Mayas,Costa Rica,1091891616,Start,5.2,CENTRAL AMERICA
Siarke,Costa Rica,1040860121,Stub,5.2,CENTRAL AMERICA
Tomás Enrique Soley Soler,Costa Rica,956286746,Stub,5.2,CENTRAL AMERICA
José María Soto Alfaro,Costa Rica,1022937864,Start,5.2,CENTRAL AMERICA
Ricardo Toledo Carranza,Costa Rica,1074320861,Stub,5.2,CENTRAL AMERICA
Nazario Toledo,Costa Rica,956293527,Stub,5.2,CENTRAL AMERICA
Marco Vinicio Vargas Pereira,Costa Rica,956297827,Stub,5.2,CENTRAL AMERICA
Santos Velázquez y Tinoco,Costa Rica,956293472,Stub,5.2,CENTRAL AMERICA
William Forbes (Talamancan king),Costa Rica,953571529,Stub,5.2,CENTRAL AMERICA
Jean-Jacques Béchio,Cote d'Ivoire,1097445644,Stub,28.2,WESTERN AFRICA
Kandia Camara,Cote d'Ivoire,1103563722,Start,28.2,WESTERN AFRICA
Charles Koffi Diby,Cote d'Ivoire,1108506945,Stub,28.2,WESTERN AFRICA
Étienne Djaument,Cote d'Ivoire,1102789374,Stub,28.2,WESTERN AFRICA
Loubo Augustin Djessou,Cote d'Ivoire,1055941458,Stub,28.2,WESTERN AFRICA
Laurent Dona Fologo,Cote d'Ivoire,1114825081,Stub,28.2,WESTERN AFRICA
Michel Gueu,Cote d'Ivoire,1107654367,C,28.2,WESTERN AFRICA
Marcel Zadi Kessy,Cote d'Ivoire,1101937624,Start,28.2,WESTERN AFRICA
Kaba Nialé,Cote d'Ivoire,1096406056,Start,28.2,WESTERN AFRICA
Sékou Sanogo,Cote d'Ivoire,994546487,Stub,28.2,WESTERN AFRICA
Sidi Tiémoko Touré,Cote d'Ivoire,1091776866,C,28.2,WESTERN AFRICA
Melko Čingrija,Serbia,1078887578,Start,6.8,SOUTHERN EUROPE
Svetozar Pribićević,Serbia,1093904984,C,6.8,SOUTHERN EUROPE
Shqiprim Arifi,Serbia,1082363143,Start,6.8,SOUTHERN EUROPE
Oliver Ivanović,Serbia,1110781072,C,6.8,SOUTHERN EUROPE
Goran Rakić,Serbia,1105188963,C,6.8,SOUTHERN EUROPE
Stjepan Mitrov Ljubiša,Serbia,1099266672,C,6.8,SOUTHERN EUROPE
Vladimir Pavićević,Serbia,1114141220,Start,6.8,SOUTHERN EUROPE
Lazar Tomanović,Serbia,1006895064,Stub,6.8,SOUTHERN EUROPE
Branislav Andjelić,Serbia,1112602637,C,6.8,SOUTHERN EUROPE
Vasilije Antonić,Serbia,1046397354,Stub,6.8,SOUTHERN EUROPE
Sava Bjelanović,Serbia,1081128278,Start,6.8,SOUTHERN EUROPE
Radmilo Bogdanović,Serbia,1099253389,C,6.8,SOUTHERN EUROPE
Milenko Bojanić,Serbia,1087862924,Stub,6.8,SOUTHERN EUROPE
Miloš Bojović (born 1938),Serbia,1115089134,Start,6.8,SOUTHERN EUROPE
Stojan Bošković,Serbia,1086699221,C,6.8,SOUTHERN EUROPE
Dragoslav Ćirković,Serbia,1067963386,Stub,6.8,SOUTHERN EUROPE
Jovan Ćirković,Serbia,1059400282,Start,6.8,SOUTHERN EUROPE
Dobrica Ćosić,Serbia,1112008531,C,6.8,SOUTHERN EUROPE
Branislav Crnčević,Serbia,1106879636,Start,6.8,SOUTHERN EUROPE
Dimitrije Davidović,Serbia,1087660110,C,6.8,SOUTHERN EUROPE
Jovan Dejanović (politician),Serbia,1108928519,Stub,6.8,SOUTHERN EUROPE
Stojimir Dobrosavljević,Serbia,948320646,Stub,6.8,SOUTHERN EUROPE
Petar Dobrović,Serbia,1089075335,Start,6.8,SOUTHERN EUROPE
Đura Dokić,Serbia,1070594815,Start,6.8,SOUTHERN EUROPE
Panta Draškić,Serbia,1064162273,Start,6.8,SOUTHERN EUROPE
Milorad Drašković,Serbia,1092900587,Start,6.8,SOUTHERN EUROPE
Jovan Dučić,Serbia,1082211776,C,6.8,SOUTHERN EUROPE
Milica Đurđević Stamenkovski,Serbia,1113717164,Start,6.8,SOUTHERN EUROPE
Željko Fajfrić,Serbia,1099453530,Stub,6.8,SOUTHERN EUROPE
Jevrem Grujić,Serbia,1080713581,C,6.8,SOUTHERN EUROPE
Branislav Ikonić,Serbia,1098336710,Stub,6.8,SOUTHERN EUROPE
Jovan Ilić,Serbia,1113205322,Start,6.8,SOUTHERN EUROPE
Vlada Ilić,Serbia,1078683933,GA,6.8,SOUTHERN EUROPE
Trivo Inđić,Serbia,1113389874,Start,6.8,SOUTHERN EUROPE
Antonije Isaković,Serbia,1057235218,Stub,6.8,SOUTHERN EUROPE
Golub Janić,Serbia,1083111280,Start,6.8,SOUTHERN EUROPE
Đurica Jojkić,Serbia,1059798583,Stub,6.8,SOUTHERN EUROPE
Dragić Joksimović,Serbia,1100853216,Stub,6.8,SOUTHERN EUROPE
Dragutin Jovanović-Lune,Serbia,1079710510,Start,6.8,SOUTHERN EUROPE
Dragan Jovanović (Yugoslav politician),Serbia,1110036654,Stub,6.8,SOUTHERN EUROPE
