article_title,country,revision_id,article_quality,population,region
Dipo Dina,Nigeria,1092395420,Start,218.5,WESTERN AFRICA
Bunmi Dipo Salami,Nigeria,1049897250,C,218.5,WESTERN AFRICA
David Edevbie,Nigeria,1108032614,C,218.5,WESTERN AFRICA
Yul Edochie,Nigeria,1114472364,C,218.5,WESTERN AFRICA
Edwin Clark (politician),Nigeria,1080130570,Start,218.5,WESTERN AFRICA
Bisi Egbeyemi,Nigeria,1112876732,Start,218.5,WESTERN AFRICA
Osagie Ehanire,Nigeria,1115254714,C,218.5,WESTERN AFRICA
Chris Ekiyor,Nigeria,1109858012,Start,218.5,WESTERN AFRICA
Maurice Ekpenyong,Nigeria,1047329498,Stub,218.5,WESTERN AFRICA
Owoidighe Ekpoatai,Nigeria,1002808737,Start,218.5,WESTERN AFRICA
Desmond Elliot,Nigeria,1113834632,C,218.5,WESTERN AFRICA
Uzoma Emenike,Nigeria,1086340771,Start,218.5,WESTERN AFRICA
Ken Erics,Nigeria,1112370663,C,218.5,WESTERN AFRICA
Tunde Eso,Nigeria,1081754101,Start,218.5,WESTERN AFRICA
Effiong Okon Eyo,Nigeria,1108885658,Start,218.5,WESTERN AFRICA
Ezekiel Warigbani,Nigeria,1094421631,Stub,218.5,WESTERN AFRICA
Francis Adenigba Fadahunsi,Nigeria,1073223354,Stub,218.5,WESTERN AFRICA
Femi Falana,Nigeria,1108276848,Start,218.5,WESTERN AFRICA
Ayo Fasanmi,Nigeria,1106267573,Start,218.5,WESTERN AFRICA
Babatunde Fowler,Nigeria,1094225887,Start,218.5,WESTERN AFRICA
Frank Oputa-Otutu,Nigeria,1047328837,Stub,218.5,WESTERN AFRICA
Ismaila Isa Funtua,Nigeria,1111899459,Start,218.5,WESTERN AFRICA
Zakariyau Galadima,Nigeria,1056352619,Stub,218.5,WESTERN AFRICA
Abdullahi Idris Garba,Nigeria,1093774496,Start,218.5,WESTERN AFRICA
Abdullahi Abubakar Gumel,Nigeria,1093916763,Start,218.5,WESTERN AFRICA
Hadi Sirika,Nigeria,1110889926,C,218.5,WESTERN AFRICA
Humphrey Omo-Osagie,Nigeria,1067046531,Start,218.5,WESTERN AFRICA
Gregory Ibe,Nigeria,1113143188,Stub,218.5,WESTERN AFRICA
Chukwuma Frank Ibezim,Nigeria,1077872899,Start,218.5,WESTERN AFRICA
Ibrahim Tako,Nigeria,1059703749,Start,218.5,WESTERN AFRICA
Unyime Idem,Nigeria,1114220725,C,218.5,WESTERN AFRICA
Idris Garba Kareka,Nigeria,1099708292,Start,218.5,WESTERN AFRICA
Eric Kelechi Igwe,Nigeria,1094399944,Stub,218.5,WESTERN AFRICA
S.G. Ikoku,Nigeria,1079982142,C,218.5,WESTERN AFRICA
Nkechi Ikpeazu,Nigeria,1092284105,Start,218.5,WESTERN AFRICA
Terkimbi Ikyange,Nigeria,1040999318,Start,218.5,WESTERN AFRICA
Christopher Imumolen,Nigeria,1108274158,C,218.5,WESTERN AFRICA
Modupe Irele,Nigeria,1074572057,Start,218.5,WESTERN AFRICA
Joseph Itotoh,Nigeria,1112823244,Stub,218.5,WESTERN AFRICA
Agom Jarigbe,Nigeria,1103263976,Start,218.5,WESTERN AFRICA
Manasseh Daniel Jatau,Nigeria,1079757944,Stub,218.5,WESTERN AFRICA
Ibrahim Usman Jibril,Nigeria,1115701374,C,218.5,WESTERN AFRICA
Abdulmumin Jibrin,Nigeria,1113198170,C,218.5,WESTERN AFRICA
Sarah Jibrin,Nigeria,1047324003,Stub,218.5,WESTERN AFRICA
Mercy Johnson,Nigeria,1114578833,GA,218.5,WESTERN AFRICA
Ahmad Babba Kaita,Nigeria,1109333929,C,218.5,WESTERN AFRICA
Dauda Kako Are,Nigeria,1111732285,Stub,218.5,WESTERN AFRICA
Onwuka Kalu,Nigeria,1112470651,C,218.5,WESTERN AFRICA
Ayodeji Karim,Nigeria,1072532374,C,218.5,WESTERN AFRICA
Mariam Yalwaji Katagum,Nigeria,1103670712,C,218.5,WESTERN AFRICA
Kingsley Kuku,Nigeria,1112576443,GA,218.5,WESTERN AFRICA
Ahmed Kusamotu,Nigeria,1106137169,Start,218.5,WESTERN AFRICA
Michael Kwanashie,Nigeria,1100651767,C,218.5,WESTERN AFRICA
Titilayo Laoye-Tomori,Nigeria,1093913213,Start,218.5,WESTERN AFRICA
Albert Legogie,Nigeria,1077821329,Stub,218.5,WESTERN AFRICA
Salisu Abubakar Maikasuwa,Nigeria,1091325704,Stub,218.5,WESTERN AFRICA
Ibrahim Makama Misau,Nigeria,1098987784,Stub,218.5,WESTERN AFRICA
Usman Mamman Durkwa,Nigeria,1099266872,Stub,218.5,WESTERN AFRICA
Ibrahim Mantu,Nigeria,1113723372,Stub,218.5,WESTERN AFRICA
Ahmed Marafa,Nigeria,1112349376,Stub,218.5,WESTERN AFRICA
Badiyya Hassan Mashi,Nigeria,1082055929,Start,218.5,WESTERN AFRICA
Louis Mbanefo,Nigeria,1113057799,C,218.5,WESTERN AFRICA
Sebastian Okechukwu Mezu,Nigeria,1104764040,Start,218.5,WESTERN AFRICA
Bernard Mikko,Nigeria,1111960947,Start,218.5,WESTERN AFRICA
Danladi Mohammed,Nigeria,1052835979,Stub,218.5,WESTERN AFRICA
Janet Nwadiogo Mokelu,Nigeria,1057572468,Start,218.5,WESTERN AFRICA
Abba Moro,Nigeria,1113730182,C,218.5,WESTERN AFRICA
Aliyu Sabiu Muduru,Nigeria,1103649307,Stub,218.5,WESTERN AFRICA
Fati Muhammad,Nigeria,1114568372,Start,218.5,WESTERN AFRICA
Umar Namadi,Nigeria,1111888637,Start,218.5,WESTERN AFRICA
Muhammad Mamman Nami,Nigeria,1019730842,Start,218.5,WESTERN AFRICA
Kemi Nelson,Nigeria,1102214912,Start,218.5,WESTERN AFRICA
Oladele John Nihi,Nigeria,1112372004,Start,218.5,WESTERN AFRICA
Suleiman Oba Nimota,Nigeria,1113502742,Start,218.5,WESTERN AFRICA
Uchechukwu Nnam-Obi,Nigeria,1103264140,Stub,218.5,WESTERN AFRICA
Frank Nneji,Nigeria,957094096,Start,218.5,WESTERN AFRICA
Blessing Nwagba,Nigeria,1103741541,Start,218.5,WESTERN AFRICA
John Nnia Nwodo,Nigeria,1087659892,Start,218.5,WESTERN AFRICA
Oba C. D. Akran,Nigeria,1045699802,Stub,218.5,WESTERN AFRICA
Patrick Obahiagbon,Nigeria,1025314884,Start,218.5,WESTERN AFRICA
Gaius Obaseki,Nigeria,1064434243,Start,218.5,WESTERN AFRICA
Peter Obi,Nigeria,1115641664,C,218.5,WESTERN AFRICA
Sheriff Oborevwori,Nigeria,1087025384,C,218.5,WESTERN AFRICA
Godwin Ogbaga,Nigeria,1115647301,Start,218.5,WESTERN AFRICA
Chigozie Ogbu,Nigeria,1089927435,Stub,218.5,WESTERN AFRICA
Osita Ogbu,Nigeria,1110380387,C,218.5,WESTERN AFRICA
Johnson Oghuma,Nigeria,1073266400,Stub,218.5,WESTERN AFRICA
Chris Ogiemwonyi,Nigeria,1047329410,C,218.5,WESTERN AFRICA
Clem Ohameze,Nigeria,1113831244,Start,218.5,WESTERN AFRICA
Abubakar Sadiku Ohere,Nigeria,1110748978,Start,218.5,WESTERN AFRICA
Sinatu Ojikutu,Nigeria,1112934170,Start,218.5,WESTERN AFRICA
Edward Ikem Okeke,Nigeria,1108887049,Start,218.5,WESTERN AFRICA
J. O. J. Okezie,Nigeria,1108887172,Stub,218.5,WESTERN AFRICA
Kenneth Okonkwo,Nigeria,1114479982,Start,218.5,WESTERN AFRICA
Doyin Okupe,Nigeria,1106135595,GA,218.5,WESTERN AFRICA
Alabi Hassan Olajoku,Nigeria,1106583214,C,218.5,WESTERN AFRICA
Ali Olanusi,Nigeria,1094886992,Start,218.5,WESTERN AFRICA
Raheem Olawuyi,Nigeria,1104484269,Stub,218.5,WESTERN AFRICA
Funmilayo Olayinka,Nigeria,1106156108,C,218.5,WESTERN AFRICA
Folake Olunloyo,Nigeria,1081273511,Stub,218.5,WESTERN AFRICA
Evelyn Omavowan Oboro,Nigeria,1064434740,Stub,218.5,WESTERN AFRICA
Adedayo Omolafe,Nigeria,1092314183,Start,218.5,WESTERN AFRICA
Emmanuel Onwe,Nigeria,1082543742,C,218.5,WESTERN AFRICA
D. K. Onwenu,Nigeria,1095888816,Stub,218.5,WESTERN AFRICA
Onyeka Onwenu,Nigeria,1115010468,C,218.5,WESTERN AFRICA
Nkeiruka Onyejeocha,Nigeria,1104061089,C,218.5,WESTERN AFRICA
Wenike Opurum Briggs,Nigeria,1100145330,C,218.5,WESTERN AFRICA
Kayode Otitoju,Nigeria,1113558048,Start,218.5,WESTERN AFRICA
Luqman Oyebisi Ilaka,Nigeria,1066659664,C,218.5,WESTERN AFRICA
Gboyega Oyetola,Nigeria,1115673934,Start,218.5,WESTERN AFRICA
Amal Pepple,Nigeria,1059940944,Start,218.5,WESTERN AFRICA
R.B.K. Okafor,Nigeria,1058539988,Stub,218.5,WESTERN AFRICA
Rukayya Dawayya,Nigeria,1103430602,Start,218.5,WESTERN AFRICA
Saliu Mustapha,Nigeria,1100916086,Start,218.5,WESTERN AFRICA
Thompson Salubi,Nigeria,1080955438,Start,218.5,WESTERN AFRICA
Yakubu Yakson Sanda,Nigeria,1063751976,Stub,218.5,WESTERN AFRICA
Yabagi Sani,Nigeria,1092063743,Start,218.5,WESTERN AFRICA
Sanusi Ohiare,Nigeria,1097531047,C,218.5,WESTERN AFRICA
Mamman Shata,Nigeria,1108883221,C,218.5,WESTERN AFRICA
Garba Shehu,Nigeria,1108878746,C,218.5,WESTERN AFRICA
Mustapha Baba Shehuri,Nigeria,1103264253,Stub,218.5,WESTERN AFRICA
Terhemba Shija,Nigeria,1065302065,Stub,218.5,WESTERN AFRICA
Moses Shipi,Nigeria,1086280374,Start,218.5,WESTERN AFRICA
Kunle Soname,Nigeria,1077158463,Stub,218.5,WESTERN AFRICA
Otunba Fatai Sowemimo,Nigeria,1101390301,Start,218.5,WESTERN AFRICA
Omoyele Sowore treason charges,Nigeria,1115909410,C,218.5,WESTERN AFRICA
Olaokun Soyinka,Nigeria,1109993658,Start,218.5,WESTERN AFRICA
Abubakar Y. Suleiman,Nigeria,1062361247,Stub,218.5,WESTERN AFRICA
Abdullahi Aliyu Sumaila,Nigeria,1108477551,GA,218.5,WESTERN AFRICA
Timipre Sylva,Nigeria,1090809642,C,218.5,WESTERN AFRICA
Nkiru Sylvanus,Nigeria,1112669416,C,218.5,WESTERN AFRICA
Ibrahim Tahir,Nigeria,1072093102,Start,218.5,WESTERN AFRICA
Ibrahim Talba,Nigeria,1092801107,C,218.5,WESTERN AFRICA
Oshodi Tapa,Nigeria,1085633163,C,218.5,WESTERN AFRICA
Titus Uba,Nigeria,1023158350,Start,218.5,WESTERN AFRICA
S. K. E. Udeh-Okoye,Nigeria,1085443459,Start,218.5,WESTERN AFRICA
Charles Udoh,Nigeria,1106445497,Start,218.5,WESTERN AFRICA
Bob-Manuel Udokwu,Nigeria,1112400971,Start,218.5,WESTERN AFRICA
Akolisa Ufodike,Nigeria,1045888715,Start,218.5,WESTERN AFRICA
Suleiman Sadiq Umar,Nigeria,1103264279,Stub,218.5,WESTERN AFRICA
Laz Unaogu,Nigeria,1108881048,Start,218.5,WESTERN AFRICA
Mariatu Bala Usman,Nigeria,1112774806,Stub,218.5,WESTERN AFRICA
Musa Usman,Nigeria,1097050471,Stub,218.5,WESTERN AFRICA
Edwin C.O. Uzor,Nigeria,1022898029,Stub,218.5,WESTERN AFRICA
Ebikabowei Victor-Ben,Nigeria,1108883243,Start,218.5,WESTERN AFRICA
Francis E. Waive,Nigeria,1089214150,Start,218.5,WESTERN AFRICA
John Wash Pam,Nigeria,1034798040,Stub,218.5,WESTERN AFRICA
Abdullahi Wuse,Nigeria,1104230028,Stub,218.5,WESTERN AFRICA
Yahaya Madawaki,Nigeria,1112041707,C,218.5,WESTERN AFRICA
Yakubu Umar Barde,Nigeria,1100297094,Stub,218.5,WESTERN AFRICA
Musa Yar'Adua,Nigeria,1094903117,Start,218.5,WESTERN AFRICA
Binos Dauda Yaroe,Nigeria,1115109696,C,218.5,WESTERN AFRICA
Yusuf Adamu Gagdi,Nigeria,1110903863,Stub,218.5,WESTERN AFRICA
Amina Zakari,Nigeria,1101009824,C,218.5,WESTERN AFRICA
Zanna Bukar Dipcharima,Nigeria,1097296174,Start,218.5,WESTERN AFRICA
Zubby Michael,Nigeria,1113919406,C,218.5,WESTERN AFRICA
Vangel Ajanovski-Oče,North Macedonia,1109721261,Stub,1.8,SOUTHERN EUROPE
Metodija Andonov-Čento,North Macedonia,1102387252,C,1.8,SOUTHERN EUROPE
Ljupčo Andonovski,North Macedonia,1101165962,Stub,1.8,SOUTHERN EUROPE
Slobodan Bogoevski,North Macedonia,1101165498,Stub,1.8,SOUTHERN EUROPE
Bojan Bojanovski,North Macedonia,1102021975,Stub,1.8,SOUTHERN EUROPE
Panko Brashnarov,North Macedonia,1112373078,C,1.8,SOUTHERN EUROPE
Slobodan Čašule,North Macedonia,1102021930,Stub,1.8,SOUTHERN EUROPE
Maksim Dimitrievski,North Macedonia,1074732072,Stub,1.8,SOUTHERN EUROPE
Risto Gjorgjiev,North Macedonia,1021234018,Stub,1.8,SOUTHERN EUROPE
Vasil Ivanovski,North Macedonia,1115269833,C,1.8,SOUTHERN EUROPE
Stevčo Jakimovski,North Macedonia,1102021139,Stub,1.8,SOUTHERN EUROPE
Igor Janusev,North Macedonia,1102021234,Stub,1.8,SOUTHERN EUROPE
Adnan Jashari,North Macedonia,1025299780,Start,1.8,SOUTHERN EUROPE
Mincho Jordanov,North Macedonia,1115539443,Stub,1.8,SOUTHERN EUROPE
Perko Kolevski,North Macedonia,1100256309,Stub,1.8,SOUTHERN EUROPE
Dimitar Kovačevski,North Macedonia,1109233025,C,1.8,SOUTHERN EUROPE
Sašo Mijalkov,North Macedonia,1102416498,Start,1.8,SOUTHERN EUROPE
Goran Mitevski,North Macedonia,1056839500,Stub,1.8,SOUTHERN EUROPE
Stanko Mladenovski,North Macedonia,979086523,Stub,1.8,SOUTHERN EUROPE
Ferdinand Odžakov,North Macedonia,984137578,Stub,1.8,SOUTHERN EUROPE
Todor Petrov,North Macedonia,1114089433,C,1.8,SOUTHERN EUROPE
Xhezair Shaqiri,North Macedonia,1111540111,Start,1.8,SOUTHERN EUROPE
Vančo Šontevski,North Macedonia,1028411437,Stub,1.8,SOUTHERN EUROPE
Nikola Spasovski,North Macedonia,1102021989,Stub,1.8,SOUTHERN EUROPE
Ivan Stoilković,North Macedonia,979086548,Start,1.8,SOUTHERN EUROPE
Dobri Veličkovski,North Macedonia,1100811231,Stub,1.8,SOUTHERN EUROPE
Zoran Veruševski,North Macedonia,1032175057,Stub,1.8,SOUTHERN EUROPE
Mile Zečević,North Macedonia,1101165735,Stub,1.8,SOUTHERN EUROPE
Ada Arnstad,Norway,1054893439,Start,5.4,NORTHERN EUROPE
Per Magnar Arnstad,Norway,1088339361,Stub,5.4,NORTHERN EUROPE
Blehr's Second Cabinet,Norway,981276789,Stub,5.4,NORTHERN EUROPE
Einar Thambarskelfir,Norway,1070894190,C,5.4,NORTHERN EUROPE
Jørgen Watne Frydnes,Norway,1093499905,Stub,5.4,NORTHERN EUROPE
Ole Fingalf Harbek,Norway,1015856925,Stub,5.4,NORTHERN EUROPE
Arild Hermstad,Norway,1112105903,Start,5.4,NORTHERN EUROPE
Jacob Hoel,Norway,1016190975,Stub,5.4,NORTHERN EUROPE
Hans Jørgen Lysglimt Johansen,Norway,1113856715,Start,5.4,NORTHERN EUROPE
Hans Jacob Arnold Kreyberg,Norway,1113998052,C,5.4,NORTHERN EUROPE
Lan Marie Berg,Norway,1112167490,C,5.4,NORTHERN EUROPE
Vibeke Larsen,Norway,1111882088,Start,5.4,NORTHERN EUROPE
Christian Monsen,Norway,1106575687,Start,5.4,NORTHERN EUROPE
Fridtjof Nansen,Norway,1104117248,FA,5.4,NORTHERN EUROPE
Irene Ojala,Norway,1111761348,Stub,5.4,NORTHERN EUROPE
Oddleif Olavsen,Norway,1097437295,Stub,5.4,NORTHERN EUROPE
Johan Henrik Rye,Norway,1086891400,Start,5.4,NORTHERN EUROPE
Julla Sæthern,Norway,1097434707,Stub,5.4,NORTHERN EUROPE
Finn Sjue,Norway,1107194297,Stub,5.4,NORTHERN EUROPE
Marcus Thrane,Norway,1081204763,C,5.4,NORTHERN EUROPE
Ingvil Smines Tybring-Gjedde,Norway,1058575718,Stub,5.4,NORTHERN EUROPE
Dag Inge Ulstein,Norway,1115528803,Start,5.4,NORTHERN EUROPE
Yusuf bin Alawi bin Abdullah,Oman,1079604153,Start,4.6,WESTERN ASIA
Yahya Al Khusaibi,Oman,1093289839,Stub,4.6,WESTERN ASIA
Malek Bin Sulaiman Al Ma'amari,Oman,1086839517,Stub,4.6,WESTERN ASIA
Maitha Al Mahrouqi,Oman,1093152128,Start,4.6,WESTERN ASIA
Moosa AbdulRahman Hassan,Oman,1113220195,C,4.6,WESTERN ASIA
Talal bin Suleiman Al Rahbi,Oman,1115480973,Stub,4.6,WESTERN ASIA
Abdullah Al Saidi,Oman,1094154493,Stub,4.6,WESTERN ASIA
Hilal Al Sarmi,Oman,1042412695,Stub,4.6,WESTERN ASIA
Asa'ad bin Tariq,Oman,1100852336,Start,4.6,WESTERN ASIA
Faustina K. Rehuher-Marugg,Palau,1113920085,Start,0.0,OCEANIA
Abdelrahman al-Dajani,Palestinian Territory,1114424595,Stub,5.4,WESTERN ASIA
Al Tayeb Abdul Rahim,Palestinian Territory,1081665658,Start,5.4,WESTERN ASIA
Ziad Abu Ein,Palestinian Territory,1032668498,C,5.4,WESTERN ASIA
Aziz Abu Sarah,Palestinian Territory,1093302139,B,5.4,WESTERN ASIA
Ibrahim Abu-Lughod,Palestinian Territory,1102755813,C,5.4,WESTERN ASIA
Ziad Abuzayyad,Palestinian Territory,1099734952,Start,5.4,WESTERN ASIA
Atef Adwan,Palestinian Territory,1112490056,Start,5.4,WESTERN ASIA
Abdul-Ghani Al-Karmi,Palestinian Territory,1109786707,C,5.4,WESTERN ASIA
Musa Alami,Palestinian Territory,1101698788,C,5.4,WESTERN ASIA
Hossam Arafat (politician),Palestinian Territory,950552574,Stub,5.4,WESTERN ASIA
Yunis Al Astal,Palestinian Territory,1086736147,Start,5.4,WESTERN ASIA
Salah al-Bardawil,Palestinian Territory,1093921710,Stub,5.4,WESTERN ASIA
Mohammad Barghouti,Palestinian Territory,953312856,Stub,5.4,WESTERN ASIA
Omar Barghouti,Palestinian Territory,1112828331,C,5.4,WESTERN ASIA
Aref al-Dajani,Palestinian Territory,1108391228,Start,5.4,WESTERN ASIA
Ahmad Agha Duzdar,Palestinian Territory,1114424819,Start,5.4,WESTERN ASIA
Samir Abu Eisheh,Palestinian Territory,963604208,Stub,5.4,WESTERN ASIA
Faidi al-Alami,Palestinian Territory,1014732597,Stub,5.4,WESTERN ASIA
Yaqub al-Ghusayn,Palestinian Territory,1007295574,Start,5.4,WESTERN ASIA
Adnan Ghaith,Palestinian Territory,1115071005,Start,5.4,WESTERN ASIA
Zaki al-Ghul,Palestinian Territory,1112653191,Stub,5.4,WESTERN ASIA
Fadi al-Hadami,Palestinian Territory,1106882074,Stub,5.4,WESTERN ASIA
Amin Abd al-Hadi,Palestinian Territory,1028711678,Stub,5.4,WESTERN ASIA
Fathi Hamad,Palestinian Territory,1096202658,C,5.4,WESTERN ASIA
Osama Hamdan,Palestinian Territory,1095047322,C,5.4,WESTERN ASIA
Hajj Essa Hamed,Palestinian Territory,1083177826,Stub,5.4,WESTERN ASIA
Yahya Hammuda,Palestinian Territory,1065942026,Stub,5.4,WESTERN ASIA
Ismail Haniyeh,Palestinian Territory,1110995294,B,5.4,WESTERN ASIA
Muhammad Nimr al-Hawari,Palestinian Territory,1099820225,C,5.4,WESTERN ASIA
Ahmed Hilmi Pasha,Palestinian Territory,1112639582,C,5.4,WESTERN ASIA
Hussein al-Husayni,Palestinian Territory,1092499894,Start,5.4,WESTERN ASIA
Adnan al-Husayni,Palestinian Territory,1070027653,Stub,5.4,WESTERN ASIA
Jamal al-Husayni,Palestinian Territory,1095025021,GA,5.4,WESTERN ASIA
Musa al-Husayni,Palestinian Territory,1099999978,GA,5.4,WESTERN ASIA
Salim al-Husayni,Palestinian Territory,1098169960,Stub,5.4,WESTERN ASIA
Amin al-Husseini,Palestinian Territory,1115521098,B,5.4,WESTERN ASIA
Ramiz Jaraisy,Palestinian Territory,1102118666,Stub,5.4,WESTERN ASIA
Hussam ad-Din Jarallah,Palestinian Territory,1114418897,Start,5.4,WESTERN ASIA
Majdi Khaldi,Palestinian Territory,1095669435,C,5.4,WESTERN ASIA
Khaled Aref,Palestinian Territory,1104073016,Stub,5.4,WESTERN ASIA
Ahmed Khalidi,Palestinian Territory,1099736131,Stub,5.4,WESTERN ASIA
Anwar Khatib,Palestinian Territory,1107753423,Start,5.4,WESTERN ASIA
Ibrahim Mohammad Khraishi,Palestinian Territory,1081294143,Start,5.4,WESTERN ASIA
Khaled Mashal,Palestinian Territory,1109614613,C,5.4,WESTERN ASIA
Isra al-Modallal,Palestinian Territory,1110340317,Start,5.4,WESTERN ASIA
Jamal Al-Muhaisen,Palestinian Territory,1096491250,Stub,5.4,WESTERN ASIA
Musa Faidi al-Alami,Palestinian Territory,1114425119,Stub,5.4,WESTERN ASIA
Mustafa al-Khalidi,Palestinian Territory,1110156608,Stub,5.4,WESTERN ASIA
Basem Naim,Palestinian Territory,1052580247,Start,5.4,WESTERN ASIA
Raghib al-Nashashibi,Palestinian Territory,1086979397,Start,5.4,WESTERN ASIA
Ibrahim Nassar,Palestinian Territory,1114902699,Start,5.4,WESTERN ASIA
Hanna Nasser (academic),Palestinian Territory,1072671990,Start,5.4,WESTERN ASIA
Abdel Hafiz Nofal,Palestinian Territory,1090983970,Start,5.4,WESTERN ASIA
Sari Nusseibeh,Palestinian Territory,1108889687,C,5.4,WESTERN ASIA
Abd al-Sattar Qasim,Palestinian Territory,1101376904,Start,5.4,WESTERN ASIA
Wajeeh Qassim,Palestinian Territory,1088569297,Stub,5.4,WESTERN ASIA
Muhammad al-Qudwa,Palestinian Territory,1101576193,Stub,5.4,WESTERN ASIA
Jibril Rajoub,Palestinian Territory,1114602918,GA,5.4,WESTERN ASIA
Abdullah Rimawi,Palestinian Territory,1112403456,GA,5.4,WESTERN ASIA
Kassim Rimawi,Palestinian Territory,1085224336,Start,5.4,WESTERN ASIA
Raed Salah,Palestinian Territory,1108086746,GA,5.4,WESTERN ASIA
Eyad al-Sarraj,Palestinian Territory,1106132574,C,5.4,WESTERN ASIA
Said Seyam,Palestinian Territory,1113472529,C,5.4,WESTERN ASIA
Mohammad Shtayyeh,Palestinian Territory,1108260432,C,5.4,WESTERN ASIA
Ahmad Shukeiri,Palestinian Territory,1099735941,C,5.4,WESTERN ASIA
As'ad Shukeiri,Palestinian Territory,1110923843,Start,5.4,WESTERN ASIA
Sulaiman Al-Taji Al-Farouqi,Palestinian Territory,1096636306,C,5.4,WESTERN ASIA
Abbas Zaki,Palestinian Territory,1061573387,Start,5.4,WESTERN ASIA
Salim Zanoun,Palestinian Territory,1073762798,Stub,5.4,WESTERN ASIA
Adel Zawati,Palestinian Territory,1052721414,Start,5.4,WESTERN ASIA
Ziad Al-Zaza,Palestinian Territory,1096033003,Stub,5.4,WESTERN ASIA
Carlos Afu,Panama,994121228,Stub,4.4,CENTRAL AMERICA
Roberto Alemán Zubieta,Panama,1112715330,Stub,4.4,CENTRAL AMERICA
Marco Ameglio,Panama,1009675699,Stub,4.4,CENTRAL AMERICA
José Domingo Arias,Panama,1083672641,C,4.4,CENTRAL AMERICA
Justo Arosemena Quesada,Panama,1078608839,Start,4.4,CENTRAL AMERICA
José Isabel Blandón Castillo,Panama,783069932,Start,4.4,CENTRAL AMERICA
José Isabel Blandón Figueroa,Panama,1097946034,Stub,4.4,CENTRAL AMERICA
Edison Broce,Panama,1086025336,GA,4.4,CENTRAL AMERICA
Harmodio Arias Cerjack,Panama,1112715613,Stub,4.4,CENTRAL AMERICA
Antonio Dominguez Richa,Panama,1102185509,Start,4.4,CENTRAL AMERICA
Carlos Duque,Panama,994967231,Start,4.4,CENTRAL AMERICA
Francisco Vicente de la Espriella,Panama,931641150,Start,4.4,CENTRAL AMERICA
Enrique Geenzier,Panama,1112731391,Stub,4.4,CENTRAL AMERICA
Clara González,Panama,1112731227,C,4.4,CENTRAL AMERICA
Marcos Justine,Panama,1080603772,Stub,4.4,CENTRAL AMERICA
Julio Linares,Panama,1097947848,Start,4.4,CENTRAL AMERICA
Ricardo Lombana,Panama,1111612612,Start,4.4,CENTRAL AMERICA
Genaro López,Panama,1062898853,C,4.4,CENTRAL AMERICA
Victoriano Lorenzo,Panama,1088172504,C,4.4,CENTRAL AMERICA
Saúl Méndez,Panama,1098044992,Stub,4.4,CENTRAL AMERICA
Esther Neira de Calvo,Panama,1083394133,B,4.4,CENTRAL AMERICA
Manuel Noriega,Panama,1113488504,FA,4.4,CENTRAL AMERICA
José de Obaldía,Panama,1098159548,Start,4.4,CENTRAL AMERICA
Gumercinda Páez,Panama,1092976669,GA,4.4,CENTRAL AMERICA
Rómulo Roux,Panama,1051863650,Stub,4.4,CENTRAL AMERICA
José Antonio Sossa,Panama,1093246873,Start,4.4,CENTRAL AMERICA
Diógenes Vergara,Panama,1112714924,Stub,4.4,CENTRAL AMERICA
Alex Anisi,Papua New Guinea,904399990,Stub,9.3,OCEANIA
Abba Bina,Papua New Guinea,1091085621,Start,9.3,OCEANIA
Cherubim Dambui,Papua New Guinea,1085130535,C,9.3,OCEANIA
Moses Maladina,Papua New Guinea,1095043532,Start,9.3,OCEANIA
Noah Musingku,Papua New Guinea,1112999180,C,9.3,OCEANIA
Francis Ona,Papua New Guinea,1078566815,C,9.3,OCEANIA
Alexis Sarei,Papua New Guinea,1091224339,Stub,9.3,OCEANIA
Peter Tsiamalili,Papua New Guinea,1058665184,GA,9.3,OCEANIA
Yali (politician),Papua New Guinea,1103299681,C,9.3,OCEANIA
María Victoria Brusquetti,Paraguay,1032986050,Stub,6.8,SOUTH AMERICA
Bernardino Cano Radil,Paraguay,1098691192,Stub,6.8,SOUTH AMERICA
Aníbal Carrillo,Paraguay,1030234146,Stub,6.8,SOUTH AMERICA
Juan Carlos Da Costa,Paraguay,1041085922,Start,6.8,SOUTH AMERICA
José Díaz de Bedoya,Paraguay,1103208938,Stub,6.8,SOUTH AMERICA
Ticio Escobar,Paraguay,1104450158,C,6.8,SOUTH AMERICA
José Félix Fernández Estigarribia,Paraguay,1096421773,Stub,6.8,SOUTH AMERICA
Mario Ferreiro,Paraguay,1112454869,Start,6.8,SOUTH AMERICA
Domingo Gribeo,Paraguay,1081263411,Stub,6.8,SOUTH AMERICA
Ramón Jiménez Gaona,Paraguay,1039491333,Start,6.8,SOUTH AMERICA
Fidel Maíz,Paraguay,1018031456,Start,6.8,SOUTH AMERICA
Óscar Rodríguez (Paraguayan politician),Paraguay,1106621593,Start,6.8,SOUTH AMERICA
Vicente Rodríguez (politician),Paraguay,1095858144,Stub,6.8,SOUTH AMERICA
Ramón Romero Roa,Paraguay,1098595270,Stub,6.8,SOUTH AMERICA
Marcial Samaniego,Paraguay,1077774746,C,6.8,SOUTH AMERICA
Marcos Zeida,Paraguay,1030234067,Stub,6.8,SOUTH AMERICA
Nelson Chui,Peru,1028519777,Start,33.4,SOUTH AMERICA
Fausto Alvarado,Peru,1112281346,Start,33.4,SOUTH AMERICA
Carlos Arana,Peru,1042596675,C,33.4,SOUTH AMERICA
Ezequiel Ataucusi,Peru,1104420192,C,33.4,SOUTH AMERICA
